Unit_Id,Annotation,Media_Unit-Annotation_Score,Expert,Trusted_Judgment,term1,b1,e1,term2,b2,e2,Unit,term1_UMLS
820114,treat,0.5222329679,0,0,ASTHMA,103,109,THEOPHYLLINE,184,196,Excretory patterns after theophylline ingestion before and during the administration of allopurinol in ASTHMA patients and in rats suggest the existence of three metabolic pathways of THEOPHYLLINE.,
820115,treat,0,0,0,HYPOGLYCEMIA,226,238,GLUCAGON,189,197,"To assess the effect of glucagon on rel and hepatic glutamine gluconeogenesis, we infused six normal healthy postabsorptive subjects with glucagon at a rate chosen to produce circulating GLUCAGON concentrations found during HYPOGLYCEMIA and, using a combition of isotopic and net balance techniques, determined the systemic, rel, and hepatic glucose release and rel and hepatic production of glucose from glutamine.",
820118,treat,0.9000703207,0,0,ADREL FAILURE,147,162,HYDROCORTISONE,84,98,"After immediate discontinuation of heparin and starting therapy with daparoid and HYDROCORTISONE the clinical evolution was favourable, although ADREL FAILURE was irreversible.",
820120,treat,0.3611575593,0,0,HYPERGLYCEMIA,288,301,INSULIN STIMULATED GLUCOSE TRANSPORT,242,278,"In conclusion, in streptozocin diabetes (a) reduction of intrinsic activity plays a major and early role in the impairment of basal glucose transport; (b) a defect in transporter translocation is the mechanism responsible for the decrease in INSULIN STIMULATED GLUCOSE TRANSPORT; and (c) HYPERGLYCEMIA per se affects the insulin stimulated glucose transport by altering the transporter translocation.",
820121,treat,0.8626621856,0,1,OCD WITHOUT CONCOMITANT DEPRESSION,56,90,CLOMIPRAMINE,40,52,Thirdly the evidence of the efficacy of CLOMIPRAMINE in OCD WITHOUT CONCOMITANT DEPRESSION reported by Montgomery 1980 and supported by other studies suggests that 5 HT uptake inhibitors have a specifically anti obsessiol effect.,
820122,treat,0.375,0,0,NIDDM,21,26,METFORMIN,67,76,"IN POORLY CONTROLLED NIDDM SUBJECTS the primary MECHANISM BY WHICH METFORMIN IMPROVES GLYCEMIC CONTROL is related to the suppression of accelerated basal HGP, and this most likely is secondary to an inhibition of hepatic glycogenolysis.",
820123,treat,0.089802651,0,0,HYPOPARATHYROIDISM,87,105,VITAMIN D,138,152,Controversial is the pathogenesis of the absence of hypocalcemia in many patients with HYPOPARATHYROIDISM and the cause of the deficit of VITAMIN D,
820124,treat,0.6882472016,0,1,LEUKEMIA,79,87,METHOTREXATE,135,147,"Resistance to methotrexate was developed by continuous exposure of P388 murine LEUKEMIA cells in vitro to increasing concentrations of METHOTREXATE up to 1 X 10( 7) M. Once established, the resistance to methotrexate was stable.",
820127,treat,0.1084652289,0,0,A STRAIN OF STAPH,69,90,CLINDAMYCIN RESISTANCE,0,22,CLINDAMYCIN RESISTANCE followed the expected pattern by appearing in A STRAIN OF STAPH,
820129,treat,0.7811334659,0,0,EDEMA,80,85,FUROSEMIDE,33,43,The occasiol administration of FUROSEMIDE was not effective to reduce general EDEMA but served for the acceleration of lymphatic draige after the release of the thoracic duct obstruction and the patient was extubated uneventfully on the sixth postoperative day.,
820131,treat,0.4375949745,0,0,MYOCARDIAL INFARCTION,257,278,TISSUE PLASMINOGEN ACTIVATOR,188,216,"Coagulation factor VIII, von Willebrand factor, antithrombin, fibrinogen, plasminogen activator capacity, and inhibitors of fibrinolysis, including a recently discovered fast inhibitor of TISSUE PLASMINOGEN ACTIVATOR were measured three to six months after MYOCARDIAL INFARCTION in 116 male and 32 female patients aged less than 45 and in 136 age and sex matched random controls.",
820132,treat,0.1054092553,0,0,VENTRICULAR TACHYCARDIA,124,147,METOPROLOL,51,61,"The patient took in 120 mgs prajmaline and 600 mgs METOPROLOL during the day of the case, which leads to cardiogenic shock, VENTRICULAR TACHYCARDIA and ventricular fibrillation.",
820133,treat,0.4815434123,0,0,MYOCARDIAL INFARCTION,68,89,HEPARIN,99,106,Aspirin must be combined with a thrombolytic agent in patients with MYOCARDIAL INFARCTION and with HEPARIN in patients with unstable angi.,
820134,treat,0.242535625,0,0,DEPENDENT DIABETICS (IDDM,16,41,NON INSULIN DEPENDENT DIABETICS,70,101,10 were insulin DEPENDENT DIABETICS (IDDM 24 insulin requiring and 66 NON INSULIN DEPENDENT DIABETICS (NIDDM.,
820135,treat,0.7624928517,0,1,PREECLAMPSIA,86,98,MAGNESIUM SULFATE,30,47,"In the US, the routine use of MAGNESIUM SULFATE for seizure prophylaxis in women with PREECLAMPSIA is an ingrained obstetric practice.",
820136,treat,0.21952852,0,0,PUERPERAL OVARIAN VEIN THROMBOPHLEBITIS,212,251,HEPARIN INDUCED THROMBOCYTOPENIA,119,151,In contrast to difficulties in the magement of puerperal ovarian vein thrombophlebitis  occurring independently from HEPARIN INDUCED THROMBOCYTOPENIA (surgical treatment necessary in most cases)  occurrence of PUERPERAL OVARIAN VEIN THROMBOPHLEBITIS in relation to heparin induced thrombocytopenia seems to response better to fibrinolysis and anticoagulation.,
820137,treat,0,0,0,GOITERS,52,59,TRIIODOTHYRONINE,115,131,"Affected subjects are commonly eumetabolic and have GOITERS elevated plasma levels of total and free thyroxine and TRIIODOTHYRONINE normal thyroid hormone metabolism, and normal serum TSH levels (albeit high for the corresponding levels of thyroid hormone.",
820139,treat,0.260377822,0,0,ACQUIRED IMMUNODEFICIENCY SYNDROME,108,142,AZIDOTHYMIDINE,66,80,"Three other cases of porphyria cutanea tarda, not associated with AZIDOTHYMIDINE who subsequently developed ACQUIRED IMMUNODEFICIENCY SYNDROME have recently been described.",
820140,treat,0.9491579958,0,0,DIABETES TYPE I AND II,67,89,INSULIN,107,114,Hypersecretion of insulin increases the chance of the incidence of DIABETES TYPE I AND II while inhibiting INSULIN secretion helps prevent diabetes.,
820143,treat,0.3244428423,0,0,ENDOCRINE HYPOGODISM,267,289,TESTOSTERONE,218,230,"Godal hormone levels were categorised into three groups: 1: All godal hormones within normal range (normal), 2: Isolated elevated FSH, with LH, SHBG and testosterone within normal range (exocrine hypogodism), 3: TESTOSTERONE below and/or LH above normal range (ENDOCRINE HYPOGODISM).",
900023,treat,0,0,0,GYRATE ATROPHY,17,31,HYPERORNITHINEMIA,76,93,The diagnosis of GYRATE ATROPHY was confirmed biochemically and clinically; HYPERORNITHINEMIA and a deficiency of ornithine ketoacid transamise were confirmed biochemically.,
900046,treat,0,0,0,DIABETIC NEUROPATHY,109,133,DIABETES MELLITUS,47,64,"Diabetic neuropathy is common in patients with DIABETES MELLITUS, and 7.5% of diabetics experience pain from DIABETIC NEUROPATHY",
900071,treat,0,0,0,DIABETIC KETOACIDOSIS,139,160,INSULIN DEPENDENT DIABETES,43,69,Alysis of the mortality of children with INSULIN DEPENDENT DIABETES in Moscow in the eighties revealed a very high specific incidence of DIABETIC KETOACIDOSIS the principal cause of lethal outcomes occurring in the period of the disease manifestation in more than a half of the alyzed cases.,
900074,treat,0,0,0,DIABETES MELLITUS,50,67,DIABETIC KETOACIDOSIS,77,102,Ratiole: ? A significant number of new cases of DIABETES MELLITUS begin as DIABETIC KETOACIDOSIS,
900088,treat,0,0,0,PERENNIAL ALLERGIC CONJUNCTIVITIS,99,132,OCULAR ALLERGY CONDITIONS,52,77,The ocular symptoms associated with the most common OCULAR ALLERGY CONDITIONS such as seasol and PERENNIAL ALLERGIC CONJUNCTIVITIS are twice as likely to affect the allergy sufferer rather than sal symptoms alone.,
900099,treat,0,0,0,HYPERSENSITIVITY,4,20,ALLERGY,44,51,"The HYPERSENSITIVITY proved to be due to an ALLERGY to a reaction product, and the simultaneous presence of the preservatives 1,3,5 trihydroxyethylhexahydrotriazine and thymol was found to be necessary for the occurrence of a positive patch test reaction.",
900151,treat,0,0,0,DIABETIC NEUROPATHY,183,207,DIABETES,78,86,"The authors revealed that long-term compensation of diabetes, the duration of DIABETES and the biological age of the diabetics were statistically significant for the manifestation of DIABETIC NEUROPATHY",
900184,treat,0,0,0,DIURESIS ELECTROLYTE DEPLETION ALLERGIC REACTIONS,371,420,SULFA ALLERGY,438,451,"Some practitioners do, however, use digoxin in this setting Diuretic agents Furosemide (Lasix)  Inhibits sodium and chloride absorption in the proximal tubules, distal tubules, and loop of Henle, thereby leading to diuresis  Usual dose is 20 80 mg/d adjusted to achieve desired diuretic effect  Relief of edema or ascites in the setting of right heart failure  Excessive DIURESIS ELECTROLYTE DEPLETION ALLERGIC REACTIONS in patients with SULFA ALLERGY  Use with caution as excessive diuresis may precipitate hemodymic collapse.",
900186,treat,0,0,0,DELAYED TYPE HYPERSENSITIVITY,68,97,NICKEL ALLERGY,0,14,NICKEL ALLERGY is manifested as contact allergic eczema elicited by DELAYED TYPE HYPERSENSITIVITY the reaction being mediated by T lymphocytes.,
900190,treat,0,0,0,DIABETIC KETOACIDOSIS,12,33,DIABETES,90,98,We describe DIABETIC KETOACIDOSIS and transient severe insulin resistance in a woman with DIABETES who was treated with subcutaneous terbutaline infusion,
900207,treat,0.0901669635,0,0,DIABETIC AUTONOMIC NEUROPATHY,40,69,DIABETES MELLITUS,118,135,"In view of clinical reports implicating DIABETIC AUTONOMIC NEUROPATHY as the cause of gastrointestil dysfunction in DIABETES MELLITUS, neurochemical and histochemical techniques were used to study changes in the innervation of the gut",
900218,treat,0,0,0,GASTROINTESTIL BLEEDING,26,51,MELE,93,99,We report a rare cause of GASTROINTESTIL BLEEDING in a 5-year-old boy with hematemesis and MELE for a month,
900224,treat,0,0,0,MECONIUM PERITONITIS,0,20,BOWEL PERFORATION,70,87,MECONIUM PERITONITIS is a chemical peritonitis which occurs following BOWEL PERFORATION during fetal life.,
900234,treat,0,0,0,DIABETIC NEUROPATHY,153,176,DIABETES,88,96,A myo inositol related defect in nerve sodium potassium ATPase activity in experimental DIABETES has been suggested as a possible pathogenetic factor in DIABETIC NEUROPATHY,
900254,treat,0,0,0,DKA,72,80,DIABETES MELLITUS,27,44,Ratiole: ? Patients with DIABETES MELLITUS may present initially with DKA,
900255,treat,0,0,0,ENDEMIC GOITER,94,108,SELENIUM (SE) DEFICIENCY,0,24,SELENIUM (SE) DEFICIENCY is said to contribute to the atrophy of the thyroid gland in certain ENDEMIC GOITER areas in Africa.,
900259,treat,0,0,0,VENOUS INSUFFICIENCY,170,190,VENOUS STASIS,227,245,Use of a superficial femoral vein in competent profunda vein transposition is appropriate in selected cases of Klippel-Treuy syndrome; this allows for improvement of VENOUS INSUFFICIENCY and relief of symptoms secondary to VENOUS STASIS,
900298,treat,0,0,0,ALLERGIC ASTHMA,46,61,ALLERGY,103,115,"In many aspects, respiratory allergies, i.e., ALLERGIC ASTHMA and rhinitis, represent the hallmarks of ALLERGY",
900312,treat,0,0,0,HAEMOPHILIC ARTHROPATHY,76,99,HAEMOPHILIA,117,133,"In fact, prophylaxis seems to be the only way to prevent the development of HAEMOPHILIC ARTHROPATHY in patients with HAEMOPHILIA",
900320,treat,0,0,0,SUBACUTE COMBINED DEGENERATION OF THE SPIL CORD,74,123,COBALAMIN DEFICIENCY,39,59,We describe a patient with unsuspected COBALAMIN DEFICIENCY who developed SUBACUTE COMBINED DEGENERATION OF THE SPIL CORD after nitrous oxide anesthesia.,
900359,treat,0,0,0,DIABETIC NEUROPATHY,0,19,DIABETES,57,65,DIABETIC NEUROPATHY is the most frequent complication of DIABETES and the leading cause of polyneuropathy in the Western world.,
900365,treat,0,0,0,ALLERGIC VASCULITIS,90,109,HYPERSENSITIVITY REACTIONS,0,26,"HYPERSENSITIVITY REACTIONS to heparin consist of heparin-induced immune thrombocytopenia, ALLERGIC VASCULITIS, hypereosinophilia, immediate hypersensitivity as well as delayed-type skin reactions",
900367,treat,0,0,0,DIABETIC POLYNEUROPATHY,184,207,DIABETES,117,125,"15   In this study and other large studies, the prevalence of diabetic polyneuropathy increased with the duration of DIABETES, and a strong correlation existed between the presence of DIABETIC POLYNEUROPATHY, retinopathy, and nephropathy",
900386,treat,0,0,0,ALLERGIC FUNGAL SINUSITIS,0,25,HYPERSENSITIVITY REACTION,77,102,ALLERGIC FUNGAL SINUSITIS is a benign noninvasive sinus disease related to a HYPERSENSITIVITY REACTION to fungal antigens,
900387,treat,0.7504787744,0,0,RESPIRATORY ALKALOSIS,140,161,MECHANICALLY INDUCED HYPERVENTILATION,0,37,MECHANICALLY INDUCED HYPERVENTILATION is used in the treatment of newborn infants with persistent pulmory hypertension syndrome to induce RESPIRATORY ALKALOSIS which may attenuate their pulmory vasoconstriction.,
900397,treat,0,0,0,REL OSTEODYSTROPHY,0,20,END STAGE REL DISEASE,76,104,REL OSTEODYSTROPHY is a general complication of chronic rel failure and END STAGE REL DISEASE,
900407,treat,0,0,0,REL OSTEODYSTROPHY,107,127,END STAGE REL DISEASE,167,190,The purpose of the present study is to investigate whether an ethnic difference exists in the incidence of REL OSTEODYSTROPHY between Asian and Western countries in END STAGE REL DISEASE (ESRD) patients.,
900419,treat,0,0,0,RESPIRATORY ALKALOSIS,67,88,HYPERVENTILATION,44,60,Hyperactivity may quickly turn to lethargy; HYPERVENTILATION (with RESPIRATORY ALKALOSIS) changes to hypoventilation (with mixed respiratory and metabolic acidosis) and respiratory failure,
900447,treat,0,0,0,RESPIRATORY ALKALOSIS,468,489,PULMORY HYPERVENTILATION,440,466,"In order to investigate whether or not there is a causal relationship between the metabolic acidosis and the ocular hypotension induced by acetazolamide, we undertook to correlate over a period of time the blood acidifying and ocular hypotonizing effects of administering the lowest intravenous effective dose of acetazolamide; to treat the metabolic acidosis induced by acetazolamide by means of the intravenous introduction of bases, and PULMORY HYPERVENTILATION (RESPIRATORY ALKALOSIS); to evaluate the effects on the intraocular pressure (IOP) by neutralizing the acetazolamide induced metabolic acidosis by means of a continuous infusion of.",
900463,treat,0,0,0,PURTSCHER'S RETINOPATHY,0,23,TRAUMA,80,91,"PURTSCHER'S RETINOPATHY is a rare condition, seen in patients with a history of TRAUMA",
900492,treat,0.1414213562,0,0,POSTTRAUMATIC EPILEPSY,46,68,CRANIOCEREBRAL TRAUMA,89,110,It also allowed to predict the development of POSTTRAUMATIC EPILEPSY in individuals with CRANIOCEREBRAL TRAUMA in the past.,
901539,treat,0,0,0,CLOL THROMBOCYTOSIS,150,171,ESSENTIAL THROMBOCYTHEMIA,182,207,Thrombocytosis is caused by three major pathophysiological mechanisms: (1) reactive or secondary thrombocytosis; (2) familial thrombocytosis; and (3) CLOL THROMBOCYTOSIS including ESSENTIAL THROMBOCYTHEMIA and related myeloproliferative disorders.,
901546,treat,0,0,0,BONE MARROW FIBROSIS,95,115,ACUTE MYELOFIBROSIS,0,19,ACUTE MYELOFIBROSIS (AM) or malignt myelosclerosis is a myeloprofilerative syndrome in which BONE MARROW FIBROSIS is associated with a proliferation of immature myeloid cells,
901550,treat,0,0,0,FEVER,99,104,INFECTIOUS MONONUCLEOSIS,62,86,"We describe a case of a 29 year old patient with a history of INFECTIOUS MONONUCLEOSIS followed by FEVER weight loss, and splenomegaly.",
901552,treat,0,0,0,HIGH GRADE DYSPLASIA,81,101,TUBULOVILLOUS ADENOMA,54,75,"A right hemicolectomy was performed, which revealed a TUBULOVILLOUS ADENOMA with HIGH GRADE DYSPLASIA located in the ascending colon, and a diffuse ischemic colitis.",
901556,treat,0,0,0,MICROVASCULAR PROLIFERATION,33,60,GLIOBLASTOMA MULTIFORME,86,109,Because histologically prominent MICROVASCULAR PROLIFERATION is frequently present in GLIOBLASTOMA MULTIFORME it has been hypothesized that this neoplasm is particularly dependent on neovascularization for its continued growth and that antiangiogenic therapy might be especially useful.,
901557,treat,0.133630621,0,0,COLORECTAL ADENOMATOUS POLYPS,145,179,DYSPLASIA,129,138,"In order to objectify the degree of dysplasia, results of nuclear and cellular morphometry were compared with assessed grades of DYSPLASIA in 32 COLORECTAL ADENOMATOUS POLYPS",
901570,treat,0,0,0,HYPERTENSIVE ENCEPHALOPATHY,107,134,ARTERIAL HYPERTENSION,39,60,"Rel infarction can be complicated by ARTERIAL HYPERTENSION, which is sometimes severe and may present as HYPERTENSIVE ENCEPHALOPATHY and epilepsy",
901577,treat,0,0,0,INEFFECTIVE HEMATOPOIESIS,78,103,MYELODYSPLASTIC SYNDROMES,0,25,MYELODYSPLASTIC SYNDROMES (MDS) are clol myeloid disorders characterized by INEFFECTIVE HEMATOPOIESIS resulting in refractory cytopenias,
